Tweets,Label
"@SantaKpop How can she being so fast n furious , i already end my online class and see this tweet while it's ""just now"" 😭",Neutral
Parents really think we stay at home doing nothing like there’s no online class no homework and so on😄,Negative
SHIT I'M LATE FOR ONLINE CLASS,Neutral
budaya ngejek mengejek made my whole batch pussy out when the teacher ask them to show their faces in online class,Neutral
I have online class so now I'm sad.,Negative
@PLDT_Cares @PLDTHome Wala pa din kaming internet! May online class pa kapatid ko. Ano na po? Kahapon pa kami follow up ng follow up.,Negative
Today yay! I hope he not doing it while I'm online class or sleep.,Positive
Hirap pag online class tas Dimo mga ka block nung f2f pa hahaha paano kumausap ng tao ?,Negative
hangover ft. online class,Neutral
@pixelmallowsart Surviving online class,Neutral
"Pahinga muna ako, balik ako pag hindi na masyado pagod sa online class. Hirap pagsabayin pagtatrabaho at fafangirl.   @SB19Official #SB19",Neutral
modular or online class? Helpppp,Neutral
Gago sobrang proud ako sa mga nag online class!!! Ang hirap pala magrecord ng presentation! Di ko alam kung bulol ba ko or di marunong magsalita! Guyssss proud ako sa inyoooo,Positive
@PLDT_Cares @pldt  @PLDTHome wala parin kaming internet until now i have my work and online class 🥺,Negative
‘Boycotting online class to achieve demands will victimise student’  https://t.co/NatPcwLZQN,Negative
@aelice312 bhoahahaahah luckily its online class 😭 atleast it is scattered in my desktop...,Positive
"Okay, tomorrow have online class.",Neutral
@PabloloNiJosh @SB19Official @JoshCullen_s Active ako pag gabie lang hihi may duty sa school half day tas online class after   @SB19Official Spec14lly forJosh,Neutral
Physicall class is more better than online class 😔😭,Negative
"kapag talaga online class padin this third year, pass na muna ako 🥲",Negative
Impact of Pandemic on Education.   #ownmeme  #LockDown #Onlineclass #onlinelearning #COVID19 #Tamil  https://t.co/bc2PaTrzEZ,Negative
Striving so hard amidst pandemic. Mag 2 yrs ng online class. Shimay sakit sa load 💔 #Comm3rdyearfighting,Negative
@jiims @ladycryptonic @Kiamazinggg @mls_Maxxx Hoping to win for online class. ✨🍀💕,Positive
Fell short but better luck next time. Thank you online class,Positive
"salamat daan sa mga prof sa pag intindi sa mga students na kahit online class at kahit di kayo nagtuturo at kahit mahirap ngayon ang learning system, may gana pa kayong mang bagsak😌",Negative
"Worst case scenario. Kumalat ang delta variant sa pinas. More occupied hospitals. More deaths. ECQ 3.0. More hunger. No income. Pure online class. I hope hindi mangyari ito. Once dumadami ang nadedetect ng doh na delta variant, the likelihood na mangyari tumataas. Stay safe.",Negative
The best talaga ang ACER #KathNielForAcer buti na lang acer ang gamit ng pamangkin at pinsan ko sa online class. 😍,Positive
"kasad naman na online class pa rin sa hau, gusto ko na mag f2f para malibot angeles ahhaha",Negative
@Bang_Garr I really need this for online class 🥺🤞🤞,Neutral
uminom kayo ako after ng finalssss! wala lang gusto ko lang mag-celebrate kasi nakapag-survive ako sa Online Class.,Positive
grabe talaga online class pangmayaman ampota.,Negative
Wala akong gana gawin lahat ng submission na need ipasa sa online class potaena,Negative
"@SarahnghaeSB19 Magshare naman kayo mga mare di ako makakatulog neto pag di ako nakatulog di ako makakaattend ng online class bukas pag di ako nakaattend wala na akong magiging trabaho paglaki ko pag wala akong trabaho, wala akong kakainin hanggang sa mamatay na lang ako sa gutom.  kya share na!",Neutral
Nakaka umay na talaga online class,Neutral
@Bang_Garr laptop for online class kyuti🤞✨,Neutral
Every night ang Online Class 🤣🤣🤣  Pinupuyat mgs Gen Z ahahaha Aral muna pag may time wag gumaya sa host inuna ang landi bago ang pagaaral at magulang😏🙄,Neutral
Buti na lang Yesung wala akong pasok sa online class kung hindi baka nag exit ako agad sa room. 😜,Neutral
Balik na sana tayo mag online class. Gc na ngalang bumubuhay sa messenger ko nawala pa.,Neutral
"one article review expected to finish tonight. Reminded Sarah to set an alarm for her online class tomorrow, i will stay up late and most probably to wake up just a tad late tomorrow.",Neutral
Online class makes children more bounded and this create long lasting effect in children mental health.,Negative
Start na ng online class bukas,Neutral
Ayos lang naman online class Basta di online Yung graduation namin! Nakakaumay na,Neutral
@cathy_lavilla @Analizawalog3 Busy sya sa online class nya bhe at other appointments nya kaya di siya pwede maglive lagi.,Neutral
"@Bang_Garr Done. Still hoping, this will be useful for me as a student who have online class  https://t.co/R39hq9KB52",Positive
I thought i have a day off on thursday then this student of mine told me we have online class tomorrow.. there goes my leisure time of the week 💆🏻‍♀️,Neutral
"wait lang katatapos lang ng online class ko, dami na agad ganap &lt;/3",Neutral
Kaburat tong online class,Negative
"malapit na matapos online class, sana may congrats ako galing kay andi sobrang laking achievement non para saken sa dami ng pinagdadaanan makakatapos ako ng grade eleven dahil you are my inspiration andi, you taught me how to fight for my dreams :'))  #AndiAbaya | @iamandiabaya",Positive
Nag bigay ng mga drugs si maam sheree kanina for us to identify tas ni isa don wala akong na answeran without searching from the net. Putangina mo online class di nakakatuwa. 😭😭😭,Negative
@chimandaGurl @amaandymoore @PrincessShayla3 @chico_alicaya nag online class yata si amanda nung time na dinumog si chico...  masama na daw tingin ng guard sabi nila sa kumu kagabi kasi mawala yung social distancing,Negative
Gosh i miss face to face class!😭 This online class is such a pain in the ass! And a pain in my mother fucking brain!! 🤦😭,Negative
@BullRunComps Hope to pick in this tasks... I used that for my online class... I'am a (BSHM) Bachelor in Science Hospitality Management Student. Thank you and More Blessings to all of you...GOD Bless us.♥️🤞🤞🙏😇🙏,Neutral
pls tell me how to focus online class TT,Neutral
Just finish online class+ homework My back and my leg is really hurt after 5 hours of just sitting in front of the computer. 😩😩😩,Neutral
"@W7VOA @appledaily_hk No political freedom in China. China has locked out thousands of international students, preventing them from entering the country, and forcing them to take online class. Most of which are studying STEM degrees.We have no voice. Please help propagate our mesage#takeUsBackToChina",Negative
Nakakakaba din pala ang recitation sa online class 🤣,Neutral
me everytime i felt like i want to escape online class: its not cool you tak study. okay sis i run to get my book now😭😭👍🏻👍🏻,Negative
"pwede po mag online class sa blended, baka di niyo po alam yun mamser🙂",Neutral
@titaNICNIC8 online class pa dito. grrrr kaines talagaaaaa kala ko makakabenefit na ako sa Membership ko Hahahahaha,Negative
"Online class be like: “Di ako sure sa sagot ko, pero bahala na.”   8/100✨✨😭😭",Neutral
"Ayyy grabe ang bilis tlaga ng internet dito sa Pilipinas, thankful pa  ako at meron pang 190kbps, struggle sa online class kanina! Jusko! 🤣  https://t.co/lrb2gC9CFa",Negative
Common issue faced by students in many remote areas accross the globe during online class mode. We teachers and parents have to work collaboratively and positive in supporting our kids.,Neutral
wahhh i have no idea when was the last time i really enjoy an online class like i did just now 😭😭😭,Neutral
"Magandang hapon po, humingi po sana ng tulong para sa kaibigan ko na grade 10 student incoming grade 11 student 16 years old para makabili ng bagong cellphone. For online class at research nya po dahil pasira sira na yung phone niya. Any amount can help po!  Fb: Kaycee Cortez  +  https://t.co/z2CP0vuiFX",Neutral
Please Sana ma balik ang internet connection @Converge_CSU  sayang yun online class,Negative
can't afford another online class ano na m/h/a/m,Negative
@Bang_Garr Hope I win for my online class. 💕,Neutral
Nasa gitna ka ng Online class mo tapos mawawalan ng signal Converge @Converge_CSU,Negative
"ive online class , calm down",Neutral
Hanging out with friends on Discord while in an online class is always a good feeling,Positive
yung graduate ka ng online class,Neutral
Online class rn.,Neutral
rlly tired w online class dude 😩😭,Negative
Hilong hilo na nga ako sa mga requirements dumagdag pa tong bayarin sa research. Hirap na nga i-sustain itong load pang online class tsaka mga kailangan sa bahay tapos nag require pa pagka-lakilaking amount. Yawq na bhie,Negative
Indian dad roaming in the background while you are attending online class.  https://t.co/WTXZPGDhDp,Negative
Am I the only one on whole fucking planet who thinks online class are irrelevant 😣,Negative
Class Ended ❣️❣️ Tuesday | 23-6-2021 Keep Going ! 🔥 #Onlineclass #study  #lifestyle #afternoon  https://t.co/stgFKBob5W,Positive
kinda bored with online class everyday,Negative
Tangina online class na lng may clearance padin,Negative
I drew Kurt Frank during online class and my teacher said she likes him!  https://t.co/FkiuvtFitV,Neutral
Online class .. not working out.. have to sit next to her. Otherwise will be watching this damn gatcha cartoon. I so want to wipe out the existence of gatcha.  https://t.co/loOSXjltDi,Negative
Few more weeks at tapos na ang school year. Pahinga na sa online class. Iba rin talaga ang struggle pag distance learning.,Negative
proof that online class is mentally &amp; physically tiring,Negative
@JiirooKun SAAAAAMEDT!!! SHUTANGENA ONLINE CLASS NANAMAN :&lt;&lt;,Negative
"@itsShowtimeNa Medyo true ung nituro pero iba ang gagawin, damang dama sa online class HAHAHHAHAHAHAHA",Neutral
"Online class no more, online sabong is here? Hahahahaha",Neutral
@SKYserves sent u the proof of payment already pls process our reconnection we have online class huhu,Negative
Online class - laba - online class - linis ng bts corner   Aaaa,Negative
"to all ASHtudents, see you guys later in our online class with Teacher Ashley as we talk about the beautiful country Philippines 💛✨  #KeepingUpWithAsh @ashdlmundo  https://t.co/fkiZCGG3uU",Neutral
gusto ko na mag time out sa online class. wala nga kaming klase ngayon pero pag nasa bahay naman ako iniisip ko pamilya ko saka mga gawain sa school. nyeta hahahhaha take me out plsss.,Negative
my grandma saw i hve an online class in my room. she went to close my door b4 switching on her blender. she didnt want me to hve distractions 🥺 small gestures like this yall,Neutral
Have a online class today?,Neutral
"@ENHYPEN_members Yes,, almusal ko online class😬",Neutral
@rapplerdotcom @bnzmagsambol Sana sa September para makapahinga naman sa stress dala ng online class,Negative
busy online class ke tu🌚,Neutral
Math major ako di ko alam paano ako matututo pag online class putangina baka mamatay nalang ako,Negative
"Last Tuesday of a chaotic school year. 70+ students in an online class listening to every word of the Honourable Murray Sinclair regarding #215children. ""Mme that's murder. Why is no one being charged by the police?"" #justice #TRCCallsToAction #IndigenousHistoryMonth  https://t.co/YDy36fVt3O",Neutral
